EIN,NAME,STREET,CITY,ZIP,ACTIVITY,NTEE_CD,REVENUE_AMT
274216264,TEN TALENTS GLOBAL INITIATIVES,PO BOX 460150,SAINT LOUIS,63146-7150,0,P80,211216.0
274237518,WHERE PIGS FLY CAMP,2810 HIGHWAY 50 E,LINN,65051-3227,0,P99,0.0
274253232,PAUL BALLMANN MEMORIAL GOLF ASSOCIATION,315 GRISWOLD ST,MARTHASVILLE,63357-4004,0,E80,26441.0
274270538,FREEDOM KC INC,8310 NW 82ND ST,KANSAS CITY,64152-4133,0,E50,0.0
274331840,GENERATION NEXT INC,215 VETERANS BLVD,BRANSON,65616-2093,0,P58,173634.0
274386667,ANCHOR HOUSE MINISTRIES,8306 WILSON RD,KANSAS CITY,64125-1113,0,K35,0.0
274387842,HEARTLAND OUTREACH PROVIDERS LLC,1215 NW STATE ROUTE 7,BLUE SPRINGS,64014-2281,0,E30,528672.0
274399280,SLAYING DRAGONS,703 VILLA COURT DR,SAINT PETERS,63376-5417,0,F30,0.0
274428302,SAMARITAN VILLAGE MINISTRIES,PO BOX 735,WARSAW,65355-0735,0,X20,0.0
274446439,ARK INTL INC,10919 CYPRESS AVE,KANSAS CITY,64137-2035,0,M20,0.0
274455082,BOYS & GIRLS CLUB OF THE GREATER WEST PLAINS AREA,613 W 1ST ST,WEST PLAINS,65775-2617,0,O23,503624.0
274460016,TO THE WORLD INC,1315 W 50TH TER,KANSAS CITY,64112-1167,0,P60,0.0
274461128,WEST PLAINS CHRISTIAN CAMPUS HOUSE,PO BOX 714,WEST PLAINS,65775-0714,0,X20,0.0
274468121,AVENUES COUNSELING CENTER,1612 S BIG BEND BLVD,SAINT LOUIS,63117-2208,0,F60,307594.0
274480002,NEW MADRID COUNTY R-I SCHOOL DISTRICT EDUCATION FOUNDATION INC,310 US HIGHWAY 61,NEW MADRID,63869-9753,0,B90,0.0
274499497,FRIENDS OF THE PUTNAM COUNTY LIBRARY,115 S 16TH ST,UNIONVILLE,63565-1624,0,B70,0.0
274505947,CAMP SMILES,1141 FREDERICKTOWN AVE,FARMINGTON,63640-8582,0,P20,0.0
274520678,WORTH COUNTY PTO,16703 LYON ST,GRANT CITY,64456-8217,0,B94,0.0
274549389,MISSOURI FAITH VOICES,301 E CAPITOL AVE,JEFFERSON CTY,65101-3003,0,X90,199424.0
274559922,HALO PROJECT INC,6823 MELROSE AVE APT 1E,SAINT LOUIS,63130-1948,0,P80,0.0
274576080,GRACES PLACE CRISIS NURSERY,302 LAFAYETTE ST,WASHINGTON,63090-2636,0,M20,497047.0
274596353,A NEW LIFE MINISTRIES AND FOUNDATION,100 ASHLEY MAY ST,WAYNESVILLE,65583-3440,0,X20,
274636032,WORLD OVERCOMERS CHRISTIAN CENTER FELLOWSHIP,5750 BARTMER AVE,SAINT LOUIS,63112-2811,0,X20,0.0
274647777,SHANNON COUNTY FIRST RESPONDERS,15919 CR 505A,EMINENCE,65588-9124,0,M23,0.0
274652265,MASONIC TEMPLE EDUCATION CENTER,9036 RADIOM DR,SAINT LOUIS,63123-5541,0,B70,0.0
274652534,OZARK CHRISTIAN TABERNACLE,4720 COUNTY ROAD 7000,WEST PLAINS,65775-7640,0,X20,
274691992,SISTERS OF CHRIST,5834 ROMAINE PL,SAINT LOUIS,63112-3709,0,X20,0.0
274696987,CASA VET INSTITUTE INC,3711 FOREST AVE,KANSAS CITY,64109-2644,0,L41,0.0
274699524,GRAIN VALLEY VOLUNTEERS IN POLICE SERVICE INC,711 S MAIN ST,GRAIN VALLEY,64029-9777,0,P20,0.0
274730370,GOD PRAISES TABERNACLE,6756 CHAMBERLAIN AVE,SAINT LOUIS,63130-2511,0,X20,
274743090,HEALING AND EMPOWERING LIVES AND PEOPLE CORP,PO BOX 166,LOWRY CITY,64763-0166,0,L40,0.0
274749715,STRAWBERRY MINISTRIES,112 SAINT JOSEPH AVE,O FALLON,63366-1710,0,X21,141231.0
274767587,WILLS WAY INC,4526 ALDINE AVE,SAINT LOUIS,63113-2216,0,P80,13034.0
274805148,PET DOCTOR TO THE RESCUE,3046 WINGHAVEN BLVD,O FALLON,63368-3620,0,D20,
274824630,PARTNERS FOR STRONG FAMILIES,2131 S EASTGATE AVE,SPRINGFIELD,65809-2146,0,P40,
274837279,RESTORATION HOUSE OF GREATER KANSAS CITY,808 W MAIN ST,GREENWOOD,64034-9643,0,L25,613133.0
274861034,GREAT LIGHT BAPTIST CHURCH,3322 S CAMPBELL SUITE C,SPRINGFIELD,65807-4980,0,X21,
274873368,KANSAS CITY METRO CARES MENTORING MOVEMENT,4210 NW 75TH ST,KANSAS CITY,64151-4270,0,O23,0.0
274904445,OPEN DOORS FOUNDATION,3240 S PARK AVE,JOPLIN,64804-4243,0,X20,0.0
274917948,RECLAIMING OUR COMMUNITY,2411 E 27TH ST,KANSAS CITY,64127-3933,0,P40,0.0
274998652,KEARNEY ENRICHMENT COUNCIL,106 S JEFFERSON ST,KEARNEY,64060-8502,0,P50,318337.0
275002179,CHRISTIAN ASSEMBLY FAITH FELLOWSHIP INC,12100 LARIMORE RD,SAINT LOUIS,63138-3801,0,X20,0.0
275008271,CHARLOTTES COMMUNITY OUTREACH,8790 MANCHESTER SUITE 205A,SAINT LOUIS,63144-2707,0,P20,0.0
275088124,VOLUNTEERS IN MEDICINE WEST COUNTY INC,119 BAXTER SHOPS ST,MANCHESTER,63011-3800,0,E60,56602.0
275089172,ROBINSON HOUSE FOUNDATION INC,1036 OLIVE ST,SAINT CHARLES,63301-4712,0,W30,0.0
275105360,HEALTHE KIDS INSTITUTE,2800 ROCK CREEK PKWY,KANSAS CITY,64117-2521,0,E70,2231947.0
275121801,CAROUSEL KIDS FOUNDATION INC,PO BOX 8217,JOPLIN,64802-8217,0,N20,0.0
275124718,MAGGIS FOUNDATION INC,1604 E 131ST ST,KANSAS CITY,64146-1607,0,E60,0.0
275185247,SIX STRING HEROES AT JEFFERSON BARRACKS,1849 HIGHGROVE DR,OFALLON,63366-4368,0,W30,0.0
275284861,24 1 COMMUNITY LAND TRUST,6506 WRIGHT WAY,SAINT LOUIS,63121-3209,0,L20,7076906.0
275299288,FAMILY PROMISE OF THE NORTHLAND,4406 NE 45TH TER,KANSAS CITY,64117-1824,0,L40,80380.0
275309820,NO STRONGHOLDS MINISTRIES,63 LAKE TRAILS DR,HILLSBORO,63050-3958,0,X20,
275427837,SAMARITAN REGIONAL HEALTH CLINIC INC,937 BROADWAY ST STE 102,CPE GIRARDEAU,63701-5474,0,E32,0.0
275438649,FRIENDS OF ABILITIES FIRST INC,1370 E PRIMROSE RM/STE A,SPRINGFIELD,65804-0000,0,P20,78478.0
275456408,TRUMAN MCPTO,12225 EDDIE AND PARK RD,SAINT LOUIS,63127-1413,0,B94,0.0
275484270,CHRISTOPHER MACKLIN MINISTRIES,180 CLAREMONT DR,BRANSON,65616-7732,0,X20,494417.0
275559517,URBAN HARVEST STL,PO BOX 56634,SAINT LOUIS,63156-3634,0,K30,230778.0
300021149,BENEFITTING ANIMALS THROUGH RESPONSIBILITY AND COMPASSION INC,818 SPRING CREST DR,FENTON,63026-3941,0,P80,75356.0
300023090,WEBSTER GROVES SCHOOL DISTRICT PARENT-TEACHERS ORGANIZATION,9825 HUDSON AVE,ROCK HILL,63119-1015,35000000,B94Z,0.0
300041633,BETHLEHEM MISSIONARY BAPTIST CHURCH,1 CORRALES CT,SAINT LOUIS,63034-3490,0,X20,
300045972,GENTRY CHRISTIAN CHURCH,5024 290TH ST,GENTRY,64453-8128,0,X20,
300046369,DOULA FOUNDATION OF MID-AMERICA INC,1111 S GLENSTONE STE 2101,SPRINGFIELD,65804-0313,0,F50,227034.0
300060905,INTERNATIONAL CRISIS AID INC,PO BOX 510167,SAINT LOUIS,63151-0167,0,P33,4241037.0
300063266,CONCORD HOPE HOUSE INC,PO BOX 9821,KANSAS CITY,64134-0821,0,P20,0.0
300066934,GATEWAY CHURCH A GENERAL BAPTIST CONGREGATION,149 HAMILTON INDUSTRIAL CT,WENTZVILLE,63385-5569,0,X20,
300069328,SPRINGFIELD METROPOLITAN BAR FOUNDATION,1615D S INGRAM MILL RD,SPRINGFIELD,65804-2261,0,I80,0.0
300070791,KOSSUTH ELDERLY APARTMENTS INC,6633 DELMAR BLVD,SAINT LOUIS,63130-4505,0,L21,225664.0
300071985,GATHERING PLACE,5424 DELMAR BLVD,ST LOUIS,63112-3104,0,X21,
300079611,ST LOUIS LEARNING DISABILITIES ASSOCIATION INC,13537 BARRETT PARKWAY DR STE 110,BALLWIN,63021-5896,0,P82,1482781.0
300085487,CITY ON A HILL MINISTRIES,PO BOX 13,KIMMSWICK,63053-0013,0,X21,
300122542,NEW HOPE BAPTIST CHURCH,PO BOX 1201,OZARK,65721-1201,0,X21,
300142173,MOBERLY BIBLE METHODIST CHURCH,300 S WILLIAMS ST,MOBERLY,65270-3434,0,X21,
300144857,MIDWEST FINANCIAL FRAUD INVESTIGATORS,PO BOX 25143,SAINT LOUIS,63125-0143,0,I20,0.0
300174373,THE JOURNEY FELLOWSHIP INC,4900 REBER PL,SAINT LOUIS,63139-1028,0,X21,
300186032,KAY GOSS APARTMENTS INC,1111 S GLENSTONE AVE STE 3-100,SPRINGFIELD,65804-0397,0,L22,55573.0
300188881,NEW COVENANT CHRISTIAN OUTREACH INTERNATIONAL MINISTRY,PO BOX 270696,KANSAS CITY,64127-0696,0,P50,
300193562,WOMENS HEALTH CARE ALLIANCE INC,709 W BROADWAY,COLUMBIA,65203-2770,0,E62,0.0
300201213,PET RESCUE SERVICES INC,206 HUMMINGBIRD LN,LONEDELL,63060-1952,0,D20,69679.0
300202483,FRANKLIN COUNTY DENTAL NETWORK INC,104 S MCKINLEY AVE STE E,UNION,63084-1800,0,E30,0.0
300202578,MISSOURI CHAPTER OF AFCC INC,2016 S BIG BEND BLVD,SAINT LOUIS,63117-2404,0,P46,0.0
300213761,DIVINE REVELATION OF CHRIST CHURCH INC,422 POWELL AVE,ST LOUIS,63135-1329,0,X21,
300216218,AMERCIAN LEGION,213 FRONT ST 15,THAYER,65791-1220,907908000,W30,0.0
300225438,COWBOY CHURCH OF BRANSON,3239 DEER LN,KIRBYVILLE,65679-8398,0,X20,
300243280,FIRST CONGREGATIONAL UNITED CHURCH OF CHRIST,RR 2 BOX 162A,DONIPHAN,63935-9591,0,X20,
300255522,PATHWAYS PSYCHIATRIC HOSPITAL INC,307 N MAIN ST,WINDSOR,65360-1449,0,F31,13952326.0
300258546,NEW BEGINNING CHURCH OF OUR LORD JESUS CHRIST,12634 STONERIDGE DR,FLORISSANT,63033-4619,0,X20,
300265006,DOUGLAS COUNTY NEIGHBOR HELPING NEIGHBOR,PO BOX 1011,AVA,65608-1011,0,P60,0.0
300269884,HOSANNA MINISTRIES INCORPORATED,17290 HWY 71,ST JOSEPH,64505-0000,0,X21,
300280032,CENTER FOR LIFE SOLUTIONS INC,9144 PERSHALL RD,HAZELWOOD,63042-2821,0,F20,2572113.0
300291371,LA PETITE ECOLE,1111 S FAIRVIEW RD,COLUMBIA,65203-0723,0,B21,301063.0
300297331,HARVEST TIME MINISTRIES INC,100 S LARAND DR,HOLTS SUMMIT,65043-1130,0,X21,
300314368,MORE THAN CARPENTRY CHRISTIAN MINISTRIES,1259 STEPHEN JONES AVE,SAINT LOUIS,63133-2043,0,J21,20297.0
300316720,MISSOURI STATEWIDE INDEPENDENT LIVING COUNCIL,PO BOX 104174,JEFFERSON CTY,65110-4174,0,P75,0.0
300321904,BROOKLINE CHURCH OF CHRIST INC,3086 N BROOKLINE AVE,BROOKLINE,65619-8196,0,X21,
300334189,THE NEW EVANGELICAL CHURCH - ANGLICAN COMMUNION,905 SARDONYX DR,JEFFERSON CTY,65109-6853,0,X20,
300335093,IVY BEND COMMUNITY FOOD PANTRY,41569 IVY BEND RD,STOVER,65078-2177,0,K30,0.0
300345222,SONS OF THUNDER,PO BOX 774,SHELL KNOB,65747-0774,0,X20,0.0
300348245,MARINE CORPS LEAGUE,PO BOX 1,BALLWIN,63022-0001,908279265,W30,0.0
300366475,ASSISTIVE TECHNOLOGY FOR MISSOURIANS,1501 NW JEFFERSON ST,BLUE SPRINGS,64015-7242,0,P20,822.0
300372120,SALINE PUBLIC HEALTH FUND INC,1825 ATCHISON AVE,MARSHALL,65340-9752,0,E60,0.0
300394126,NODAWAY-HOLT R-VII EDUCATIONAL FOUNDATION -A MISSOURI NPRFT CORP-,318 S TAYLOR ST,GRAHAM,64455-9774,0,B94,931329.0
300402638,BRIDGE OF HOPE,400 NWASHINGTON SUITE 113,FARMINGTON,63640-0000,0,X20,75756.0
300406351,FIRST BAPTIST CHURCH OF WILLARD FOUNDATION,PO BOX 188,WILLARD,65781-0188,0,X21,0.0
300418636,BOND-SLAVES MC,905 MAIN ST,LA BELLE,63447-2188,0,X20,13775.0
300418869,SOUTH COUNTY PREGNANCY HELP CENTER,4150 CRESCENT DR,SAINT LOUIS,63129-1005,0,P45,195989.0
300429366,KINSMAN REDEEMER,22800 SPENCER LN,KIRKSVILLE,63501-7993,0,B90,0.0
300440292,THE BOYHOOD INITIATIVE OF MISSOURI,8434 PAGE AVE,SAINT LOUIS,63130-1046,0,P46,0.0
300451582,INDEPENDENCE NOLAND ROAD LIONS FOUNDATION INC,702 E MANOR RD,INDEPENDENCE,64055-1727,0,P80,0.0
300451826,AREA 4-C CAMP,100 W CHERRY ST STE 9,NEVADA,64772-3365,0,P32,0.0
300455147,AD HOC GROUP AGAINST CRIME,2701 E 31ST ST,KANSAS CITY,64128-1516,0,P30,467905.0
300484159,COMMUNITY CHILD CARE CENTER INC,PO BOX 775,STEELVILLE,65565-0775,0,P33,94693.0
300493166,NEW BEGINNING BAPTIST CHURCH OF CLINTON,510 W OHIO ST,CLINTON,64735-1976,0,X21,
300498730,CATHOLIC ACTION NETWORK FOR SOCIAL JUSTICE,3832 BOTANICAL AVE,SAINT LOUIS,63110-4004,0,X22,0.0
300512793,GENERATION GO,13319 PARK HILLS DR,GRANDVIEW,64030-3593,0,B90,0.0
300513938,AFRICAN CHRISTIAN FELLOWSHIP,1004 SW 13TH TER,LEES SUMMIT,64081-3263,0,X21,
300515327,GATEWAY FIRE MINISTRIES INC,6219 PENNSYLVANIA AVE,SAINT LOUIS,63111-2560,0,X20,0.0
300522179,PATRIOT TRAINING FOUNDATION,2111 BONROYAL DR,SAINT LOUIS,63131-1903,0,N30,113884.0
300523252,CHURCH INC,371 WOODGREEN DR,BALLWIN,63011-5024,0,X21,
300542245,14TH ARMORED DIVISION,931 HOMESTEAD LN,VILLA RIDGE,63089-1409,0,W30,0.0
300544667,MT OLIVE MISSIONARY BAPTIST CHURCH OF NEW MADRID INC,1000 1ST ST,NEW MADRID,63869-1445,0,X20,
300548164,MOSES CENTER INC,928 MURCIA ST,SAINT LOUIS,63138-3140,0,P99,0.0
300551980,GRANDMAS HOUSE,9914 BALTIMORE AVE,OVERLAND,63114-1303,0,P60,0.0
300566193,A SECOND CHANCE,311 HAMPTON RIDGE DR,WENTZVILLE,63385-5336,0,P80,0.0
300578224,LIVING MINISTRIES,10402 NORTHVIEW RIDGE DR,JOPLIN,64804-5662,0,X20,
300581107,EXTENDED HANDS MINISTRY,PO BOX 470465,SAINT LOUIS,63147-7465,0,X20,0.0
300595636,ASSOCIATION OF CRITICAL CARE TRANSPORT,2901 WILLIAMSBURG TER STE G,PLATTE CITY,64079-7609,0,M23,241272.0
300602091,ONE IN CHRIST BAPTIST CHURCH,900 JEFFERSON ST,JEFFERSON CTY,65101-2946,0,X20,
300625271,GOD CARES,2230 S KONSTANZ DR,INNSBROOK,63390-6530,0,P20,0.0
300630211,MISSOURI INCLUSIVE HOUSING DEVELOPMENT CORPORATION,36500 E STEINHAUSER RD,SIBLEY,64088-9598,0,P82,244635.0
300639903,CITY GLAMOUR GIRLS & GUYS INC,PO BOX 19216,SAINT LOUIS,63118-9216,0,P20,0.0
300639990,VICTORY BAPTIST CHURCH,712 GILMAN ST,MOBERLY,65270-1736,0,X20,
300645046,TRI-COUNTY PREGNANCY RESOURCE CENTER,PO BOX 107,AURORA,65605-0107,0,E40,68206.0
300661735,GODS STOREHOUSE,627 W ROLLA ST,HARTVILLE,65667-8221,0,K31,0.0
300663854,CROSS TRAIL COWBOY CHURCH,PO BOX 21,BISMARCK,63624-0021,0,X20,
300664077,INTERNATIONAL HARVESTER COLLECTORS MISSOURI CHAPTER,1467 STATE ROAD JJ,STOUTLAND,65567-9299,0,P20,0.0
300665915,HEARTLAND HONOR FLIGHT INC,PO BOX 12047,KANSAS CITY,64152-0047,0,P20,189306.0
300681135,MASJIDU NUUR ISLAMIC COMMUNITY CENTER,PO BOX 270319,KANSAS CITY,64127-0319,0,X40,
300682164,MISSOURI OFF-ROAD CYCLISTS,892 S RIVER HILLS LN,SPRINGFIELD,65802-5874,0,N32,0.0
300685802,NCCD CORPORATION 2483 ALEXANDRIA PL PKY,2483 ALEXANDRIA PLACE PKWY,SAINT LOUIS,63136-5242,0,P20,0.0
300686125,LIGHT OF CHRIST CHRISTIAN FELLOWSHIP,1721 ROSADO DR,SAINT LOUIS,63138-1815,0,X20,
300690431,ST LOUIS CENTER FOR COMPREHENSIVE FAMILY SERVICES INC,1850 PYRENEES DR,FLORISSANT,63033-2922,0,P20,0.0
300696354,HEARTLAND CHAPTER OF THE ISEE INC,PO BOX 723,POINT LOOKOUT,65726-0723,0,B60,0.0
300698389,STABLE COMPANIONS,8567 W US HIGHWAY 160,WILLARD,65781-9216,0,P80,0.0
300706172,ROANOKE PARK CONSERVANCY,3663 MADISON AVE,KANSAS CITY,64111-3874,0,N32,0.0
300726315,HOUSE OF HOPE & HEALING,3322 S CAMPBELL STE P,SPRINGFIELD,65807-4980,0,F20,0.0
300743796,CITY ON A HILL STL,4321 BORDEAUX DR,SAINT LOUIS,63129-3811,0,X20,
300778076,MOMS CLUB,933 DORNE DR,MANCHESTER,63021-6877,0,P20,0.0
300826288,GRANTS CAUSE,311 SW GREEN TEAL ST,LEES SUMMIT,64082-4594,0,P58,0.0
300851924,GOLDEN AGE GROUP OF BIRCH TREE MISOURI INC,PO BOX 159,EMINENCE,65466-0159,0,K30,0.0
300852295,CITY OF PEACE DEVELOPMENT CORPORATION,5491 N HIGHWAY 67,FLORISSANT,63034-2817,0,P80,0.0
300852794,ARKS FOUNDATION INC,1324 WASHINGTON AVE APT 800,SAINT LOUIS,63103-1941,0,P20,0.0
300865127,FOUR LEGS AND FUR ANIMAL SOCIETY,PO BOX 173,HERMITAGE,65668-0173,0,D20,0.0
300877186,MARBLES FOR JIM,1101 S RICKY RD,KENNETT,63857-3347,0,P20,0.0
300895046,KOINONIA HOUSE,2707 W MAIN ST,JEFFERSON CTY,65109-0782,0,F22,0.0
300930252,SAINT LOUIS COUNTY SAVE SHELTER ANIMALS VALUED EVERY DAY,PO BOX 50046,CLAYTON,63105-5046,0,D20,0.0
300946037,ST LOUIS FOR ST ROCK STL 4 STR,7733 FORSYTH BLVD STE 1675,SAINT LOUIS,63105-1822,0,P99,0.0
300952041,ST LOUIS PLANT-CENTERED LIVING,11909 BARKMAN DR,SAINT LOUIS,63146-5420,0,K40,0.0
300961788,NEW FRANKLIN CARES,PO BOX 33,NEW FRANKLIN,65274-0033,0,K31,0.0
300989286,VETERANS IMPLEMENTATION PROGRAMS RESEARCH INSTITUTE,16105 SWINGLEY RIDGE ROAD 573,CHESTERFIELD,63017-1733,0,W30,0.0
300992127,STL PEN SHOW,495 TRAILWOOD DR,BALLWIN,63011-2617,0,B90,0.0
300993267,HOUSE OF PRAYER JM EDITION,PO BOX 224,CHARLESTON,63834-0224,0,X20,
300999130,PURPOSE CHURCH INTERNATIONAL INC,1119 N 19TH AVE,OZARK,65721-6730,0,X20,
301000326,LAKE OF THE OZARKS TRANSPORTATION COUNCIL,PO BOX 722,CAMDENTON,65020-0722,0,W40,0.0
301094310,ST LOUIS BLACK AUTHORS OF CHILDRENS LITERATURE INC,3934 HARTFORD ST,SAINT LOUIS,63116-3910,0,B92,0.0
311492222,OZARK INDEPENDENT LIVING,109 AID AVE,WEST PLAINS,65775-3529,994160000,E50,4304031.0
311503528,JEFFERSON COUNTY PARKS & RECREATION FOUNDATION,9071 HIGHWAY NN,CEDAR HILL,63016-2710,994352000,N20,0.0
311526123,ST PATRICKS MANOR,4001 BLUE PKWY STE 250,KANSAS CITY,64130-2350,995382000,L20,239156.0
311541456,ST PETERS PARISH & EDUCATION FOUNDATION INC,216 BROADWAY,JEFFERSON CTY,65101-1508,994029000,X22,0.0
311544160,ODESSA EVANGELICAL FREE CHURCH,PO BOX 98,ODESSA,64076-0098,1000000,X20Z,
311550216,MUSEUM HILL NEIGHBORHOOD ASSOCIATION,PO BOX 1063,SAINT JOSEPH,64502-1063,400000000,I50,0.0
311569553,BOOTH MANOR OF ST LOUIS INC,3133 IOWA STREET,ST LOUIS,63118-0000,994153000,E91Z,510614.0
311587822,RETROUVAILLE OF ST LOUIS,2024 BELLEVUE AVE,MAPLEWOOD,63143-1324,995408000,P46,0.0
311611583,AREA RESOURCES FOR COMMUNITY AND HUMAN SERVICES,539 N GRAND BOULEVARD 6TH FLOOR,ST LOUIS,63103-1026,994560000,P80,9146014.0
311617841,COVENANT APARTMENTS II INC,8 MILLSTONE CAMPUS DR STE 2000,SAINT LOUIS,63146-6604,995382000,L22,1856933.0
311639242,CONWAY SENIOR SERVICES INC,PO BOX 74,CONWAY,65632-0074,0,P81,0.0
311644449,INDEPEDENCE APARTMENTS INC,1111 S GLENSTONE AVE STE 3-100,SPRINGFIELD,65804-0397,0,L20,71182.0
311644687,AGAPE WORSHIP CENTER,2536 STATE HIGHWAY K,HAYTI,63851-9198,0,X21,
311657518,BREAKTHROUGH WORSHIP MINISTRIES,PO BOX 3971,JENNINGS,63136-0571,0,X20,
311659021,BRIDGEBUILDERS OF MID-AMERICA INC,204 E MAIN ST,RICHMOND,64085-1812,0,X20,0.0
311665277,ELVINS FOOD PANTRY INC,PO BOX 282,PARK HILLS,63601-0282,0,P20,61658.0
311666190,GRANITEVILLE COMMUNITY BUILDING INC,219 COUNTY ROAD 96,IRONTON,63650-7529,0,N31,0.0
311677590,SIKH GURUDAWARA OF ST LOUIS INC,13031 PINGRY PL,SAINT LOUIS,63131-1727,0,X20,
311689042,FRIENDSHIP BAPTIST CHURCH OF HOLT,2940 SE 209TH ST,HOLT,64048-8379,0,X21,
311693416,COMMUNITY MEDIATION SERVICES OF ST LOUIS,PO BOX 35116,SAINT LOUIS,63135-0616,0,P20,0.0
311694118,KANSAS CITY REGIONAL TRANSIT ALLIANCE,PO BOX 410075,KANSAS CITY,64141-0075,0,W90,112116.0
311703084,EMINENCE AREA FIRE DEPARTMENT,PO BOX 518,EMINENCE,65466-0518,0,M24,27882.0
311708244,TWIN CHIMNEYS ELEMENTARY SCHOOL PTO,7396 TWIN CHIMNEYS BLVD,O FALLON,63368-6112,0,B94,0.0
311709612,NEW UNION VINE MISSIONARY BAPTIST CHURCH,3501 EVANS AVE,ST LOUIS,63106-1328,0,X20,
311720339,MISSOURI BISON ASSOCIATION,4319 S NATIONAL BOX 286,SPRINGFIELD,65810-2607,0,D20,
311727707,NEW ST JAMES MISSIONARY BAPTIST CHURCH,614 LAKE AVE & ADJOINING PROPERTY,ST LOUIS,63108-1048,0,X21,
311735305,IMMACOLATA MANOR HOMES INC,2135 MANOR WAY,LIBERTY,64068-7202,0,P73,77403.0
311735372,SUNRISE HOUSE INC,1505 NEW PARVIN RD NO 152,KANSAS CITY,64116-0000,0,N20,88160.0
311745518,FOUNDATION OF THE INTERNATIONAL ASSOCIATION OF ADMINISTRATIVE PROF,10502 N AMBASSADOR DR STE 100,KANSAS CITY,64153-1291,0,L22,1397458.0
311748916,HELEN DAVIS PARENT TEACHER ASSOCIATION,2900 SCOTT ST,SAINT JOSEPH,64507-1818,0,B94,0.0
311749103,ZION TRAVELERS COMMUNITY INVOLVEMENT ASSOC,351 CHAMBERS RD,RIVERVIEW GARDEN,63137-3900,0,P33,5180.0
311750053,NEW PARADISE MISSIONARY BAPTIST CHURCH,7348 W FLORISSANT AVE,SAINT LOUIS,63136-1347,0,X20,
311755025,PEOPLE FOR A BETTER COMMUNITY INC,PO BOX 771265,SAINT LOUIS,63177-2265,0,B60,0.0
311758766,SECOND NEW MOUNT ZION MISSIONARY BAPTIST CHURCH,4216 W LEXINGTON AVE,SAINT LOUIS,63115-2823,0,X20,
311764233,BERKLEY FAMILY INVOLVEMENT PROGRAM INC,1012 E 52ND ST,KANSAS CITY,64110-2501,0,B94,0.0
311774378,FRIENDLY TEMPLE APARTMENTS INC,1001 CRAIG RD STE 200,SAINT LOUIS,63146-6202,0,P75,371472.0
311775561,ALIANZA MINISTERIAL HISPANA OF GREATER KANSAS CITY INC,PO BOX 641091,KANSAS CITY,64141-0000,0,X20,
311780617,TRINITY NEW TESTAMENT MINISTRIES INC,14288 STATE ROUTE 21,DE SOTO,63020-4063,0,X20,46219.0
311787746,DIVERSITY AWARENESS PARTNERSHIP,40 N ROCK HILL RD,SAINT LOUIS,63119-2242,0,R20,476039.0
311794850,AGAPE CHAPLE OF FAITH,17290 LAWRENCE 2200,AURORA,65605-1189,0,X20,
311799886,TRANSFORMATION CHRISTIAN FELLOWSHIP,PO BOX 38605,ST LOUIS,63138-0605,0,X20,
311804321,OLD PATH FAITH MINISTRIES,106 ELBRING DR,ST LOUIS,63135-1116,0,X21,
311804676,1 FOR LIFE MINISTRIES,504 NATCHEZ TRCE,JEFFERSON CTY,65109-6275,0,P20,7618.0
311807428,CENTER CITY CHRISTIAN OUTREACH INC,418 S KIMBROUGH AVE,SPRINGFIELD,65806-2410,0,P99,72775.0
311815055,PALESTINE VILLAGE COMMUNITY DEVELOPMENT CORPORATION,3619 E 35TH ST,KANSAS CITY,64128-2648,0,C20,20240.0
320011211,COMMUNITY EMPLOYMENT INC,1564 STATE HIGHWAY DD,BRUNER,65620-1135,0,P82,
320013098,NAMI JOPLIN,PO BOX 4571,JOPLIN,64803-4571,0,F80,16002.0
320015430,EMMANUEL TEMPLE CHURCH OF GOD,1221 HUDSON HILLS DR,ST LOUIS,63135-1432,0,X20,
320046066,ST LOUIS AREA REGIONAL RESPONSE SYSTEM STARRS,1 MEMORIAL DR NO 1600,ST LOUIS,63102-2451,0,M20,52500.0
320070822,RUTLEDGE COMMUNITY FIRE DEPARTMENT,PO BOX 1,RUTLEDGE,63563-0001,998000000,M24,0.0
320073248,HILLCREST PLATTE COUNTY,PO BOX 681298,RIVERSIDE,64168-1298,0,L41,1578010.0
320073801,AMEEN ZEBEDEE COLLINS JR FOUNDATION,7916 PARK AVE,KANSAS CITY,64132-2319,0,P60,0.0
320081587,KANSAS CITY CATHOLIC NETWORK,7725 NW WESTSIDE DR,WTHRBY LAKE,64152-1539,0,X20,2034505.0
320114029,KANSAS CITY WORSHIP CENTER,5402 RINKER RD,KANSAS CITY,64129-2308,0,X20,
320123617,B SOD YESHARIM FOUNDATION,PO BOX,CLAYTON,63105-0000,0,X30,0.0
320125529,LEVEL GROUND MINISTRIES INC,6189 COUNTY ROAD 639,DEXTER,63841-8656,0,X20,0.0
320140695,KIDS FOR CHRIST INTERNATIONAL,1485 SAINT ANTHONY LN,FLORISSANT,63033-6229,0,X20,
320179287,RECOVERY PRISON MINISTRIES,1575 FAIRWAY DR,SEDALIA,65301-8979,0,X20,0.0
320188511,PROMISE CHRISTIAN ACADEMY,13250 SOUTH OUTER 40 RD,CHESTERFIELD,63017-5918,0,B28,2043266.0
320195433,GREEN WORKS IN KANSAS CITY,4334 MCGEE ST,KANSAS CITY,64111-1726,0,B90,236865.0
