EIN,NAME,STREET,CITY,ZIP,ACTIVITY,NTEE_CD,REVENUE_AMT
237431444,PRINCE OF PEACE LUTHERAN CHURCH,619 BELTON AVE,BELTON,64012-1701,1000000,,
237431658,AVA RURAL FIRE DEPARTMENT INC,PO BOX 293,AVA,65608-0293,407000000,,0.0
237431662,KANSAS CITY KOREAN CHURCH,PO BOX 1072,KANSAS CITY,64141-1072,1000000,,
237431663,ABC ACADEMY,300 N MADISON AVE,LEBANON,65536-2977,46032000,,0.0
237431669,REST EASY APARTMENTS INC,604 E GRAND ST APT OFFICE ROOM 23,GALLATIN,64640-1187,380381382,,174952.0
237432220,LIBERTY SENIOR CITIZENS HOME INC,5105 SENIOR CT,JEFFERSON CTY,65101-8541,382000000,,105158.0
237432477,VERELLE PENISTON STATE SCHOOL PTO,1530 CAY STREET,CHILLICOTHE,64601-0000,35160000,,0.0
237433917,CHILLICOTHE CHURCH WOMEN UNITED- MOBILE MEALS FOR HOMEBOUND INC,PO BOX 445,CHILLICOTHE,64601-0445,916000000,P80Z,0.0
237433920,MEALS ON WHEELS OF SEDALIA,2311 W MAIN ST,SEDALIA,65301-2301,575916000,K36Z,69243.0
237433924,PLACES FOR PEOPLE INCORPORATED,4130 LINDELL BLVD,SAINT LOUIS,63108-2914,160000000,F34Z,18472921.0
237439079,COMMUNITY ASSISTANCE COUNCIL INC,10901 BLUE RIDGE BLVD,KANSAS CITY,64134-2757,408158000,,564606.0
237440026,COMMUNITY CHRISTIAN CHURCH OF LINN MISSOURI,PO BOX 471,LINN,65051-0471,1007000,,0.0
237440035,LAKE VIEW CLUB OF ORCHARD FARM INC,2835 HIGHWAY B,SAINT CHARLES,63301-6938,319907280,,0.0
237441591,DELTA KAPPA GAMMA SOCIETY,28198 AUDRAIN ROAD 376,LADDONIA,63352-2011,61000000,,0.0
237444259,HERMANN SENIOR HOUSING CORPORATION,PO BOX 102,HERMANN,65041-0102,382381000,L22,200923.0
237444645,TRUE LIGHT MISSIONARY BAPTIST CHURCH INC,2838 JAMES COOL PAPA BELL AVE,SAINT LOUIS,63106-2101,1000000,,
237444683,FAITH MINISTRIES,6821 W 11TH ST,PARKVILLE,64152-0000,1000000,,
237444905,NORTHWEST CHURCH OF CHRIST INC,PO BOX 12149,PARKVILLE,64152-0149,1029000,,
237445105,MILAN HOUSING CORPORATION,300 NORTH MARKET STREET,MILAN,63556-1362,153382000,L22,31961.0
237447302,LIGHTHOUSE MISSION AND YOUTH CENTER,PO BOX 148,DONIPHAN,63935-0148,1000000,,
237448537,DREXEL DEVELOPMENT CORPORATION,3609 E 20TH ST,JOPLIN,64801-5849,382381000,,283007.0
237450461,ST PAULS EPISCOPAL CHURCH CLINTON,PO BOX 453,CLINTON,64735-0453,1029000,,
237451667,CHRISTIAN FOUNDATION INC,PO BOX 528,SPRINGFIELD,65801-0528,917000000,,89239.0
237453316,RETIREMENT HOMES INC,PO BOX 36,CUBA,65453-0036,382381000,,115544.0
237455444,ROTARY INTERNATIONAL,100 HWY P,POTOSI,63664-0000,520349200,,0.0
237501375,MODERN WOODMEN OF AMERICA,11244 HARRISON LAKE RD,FESTUS,63028-3124,211902602,,0.0
237501385,MODERN WOODMEN OF AMERICA,1520 N CHURCH RD STE B,LIBERTY,64068-7158,211902602,,0.0
237501398,MODERN WOODMEN OF AMERICA,NBR 369 705B SE MELODY LN,LEES SUMMIT,64063-0000,211902602,,0.0
237501727,MODERN WOODMEN OF AMERICA,3607 MANGO DR,SAINT LOUIS,63129-2239,211902602,,0.0
237501859,MODERN WOODMEN OF AMERICA,21625 STATE HIGHWAY J,MALDEN,63863-9330,211902602,,0.0
237501885,MODERN WOODMEN OF AMERICA,161 SHADY BROOK DR,CPE GIRARDEAU,63701-9500,211902602,,0.0
237501888,MODERN WOODMEN OF AMERICA,107 W ALDERSGATE DR STE 12,NIXA,65714-7664,211902602,,0.0
237501891,MODERN WOODMEN OF AMERICA,408 STARK BLVD,HERMANN,65041-1264,211902602,,0.0
237501906,MODERN WOODMEN OF AMERICA,1504 W CONCORD DR APT C,PLATTSBURG,64477-9489,211902602,,0.0
237502075,MODERN WOODMEN OF AMERICA,408 STARK BLVD,HERMANN,65041-1264,211902602,,0.0
237502626,MODERN WOODMEN OF AMERICA,11755 RIDGEWAY DR,ST JOSEPH,64505-3808,211902602,,0.0
237502650,MODERN WOODMEN OF AMERICA,1855 W TIMBER RIDGE DR,SEDALIA,65301-9221,211902602,,0.0
237502683,MODERN WOODMEN OF AMERICA,1808 HIGHWAY AD,UNION,63084-3863,211902602,,0.0
237502696,MODERN WOODMEN OF AMERICA,408 STARK BLVD,HERMANN,65041-1264,211902602,,0.0
237502729,MODERN WOODMEN OF AMERICA,PO BOX 3,MARTINSBURG,65264-0003,211902602,,0.0
237502735,MODERN WOODMEN OF AMERICA,408 STARK BLVD,HERMANN,65041-1264,211902602,,0.0
237502760,MODERN WOODMEN OF AMERICA,408 STARK BLVD,HERMANN,65041-1264,211902602,,0.0
237502789,MODERN WOODMEN OF AMERICA,107 W ALDERSGATE DR STE 12,NIXA,65714-7664,211902602,,0.0
237513346,DAUGHTERS OF ISABELLA,705 SONYA DR,BOONVILLE,65233-1841,600902922,,0.0
237513349,DAUGHTERS OF ISABELLA,1101 E HIGHWAY WW,MARSHALL,65340-4627,600902922,,0.0
237513355,DAUGHTERS OF ISABELLA,1245 MICHELLE DR,SAINT CLAIR,63077-1625,600902922,,0.0
237513363,DAUGHTERS OF ISABELLA,1517 BERRY DAIRY RD,DE SOTO,63020-2917,600902922,,0.0
237513364,DAUGHTERS OF ISABELLA,809 LA GRAND DR,SEDALIA,65301-7965,600902922,,0.0
237513365,DAUGHTERS OF ISABELLA,399 DANIELS ESTATES DR,UNION,63084-3036,600902922,,0.0
237514088,ORDER OF THE WHITE SHRINE OF JERUSALEM,308 OAK DR,CARL JUNCTION,64834-9640,922160150,,0.0
237514090,TEMPLE SHRINE NO 7 ORDER OF THE WHITE SHRINE OF JERUSALEM,2801 W HIGHWAY 124,HARRISBURG,65256-9343,922160150,Y40,0.0
237514094,ORDER OF THE WHITE SHRINE OF JERUSALEM,35 RIDGEWOOD DR,TROY,63379-5630,922160150,,0.0
237514096,ORDER OF THE WHITE SHRINE OF JERUSALEM,1701 E SUGAR LN,HIGH RIDGE,63049-1932,922160150,,0.0
237514097,ORDER OF THE WHITE SHRINE OF JERUSALEM,11077 FAWNHAVEN DR,SAINT LOUIS,63126-3503,922160150,,0.0
237514101,ORDER OF THE WHITE SHRINE OF JERUSALEM,13337 HIGHWAY 28 W,VIENNA,65582-8223,922160150,,0.0
237519782,MOKAN MOOSE LEGION NO 4,29833 OLD SANTA FE TRL,WAVERLY,64096-9108,36030382,,0.0
237520903,MEXICO CHAPTER 1385 WOMEN OF THE MOOSE,PO BOX 446,MEXICO,65265-0446,36030382,,0.0
237527800,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 153,BERNIE,63822-0153,561279265,,0.0
237527808,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 233,DOWNING,63536-0233,561279265,,0.0
237527813,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,48154 COLONY WOODS PL,RUTLEDGE,63563-4002,561279265,,0.0
237527814,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,306 E MORGAN ST,EDINA,63537-1447,561279265,,0.0
237527816,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,978 N JEFFERSON ST,KAHOKA,63445-1050,561279265,,0.0
237527820,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,39185 ELM TRL,UNIONVILLE,63565-3649,561279265,,0.0
237527824,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,403 S WATER ST,MILAN,63556-1254,561279265,,0.0
237527827,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,1010 MAIN ST,TRENTON,64683-1840,561279265,,0.0
237527828,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,703 ADA ST,PRINCETON,64673-1056,561279265,,0.0
237527832,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 315,PATTONSBURG,64670-0315,561279265,,0.0
237527841,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,109 NORTH PARK,STANBERRY,64489-0000,561279265,,0.0
237527844,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,3 N BRIGGS ST,GRANT CITY,64456-8376,561279265,,0.0
237527846,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,4912 457TH ST,KING CITY,64463-8156,561279265,,0.0
237527853,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 252,MARYVILLE,64468-0252,561279265,,0.0
237527857,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,103 W OPP ST,ROCK PORT,64482-1545,561279265,S80,0.0
237527863,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 19,FAIRFAX,64446-0019,561279265,,0.0
237527867,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 341,SAVANNAH,64485-0341,561279265,,0.0
237527873,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,201 MARKET STREET,RUSHVILLE,64484-0000,561279265,,0.0
237527874,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,2602B SAINT JOSEPH AVE,SAINT JOSEPH,64505-2161,561279265,,0.0
237527878,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,555 MAIN ST,COSBY,64436-7102,561279265,Y42,0.0
237527886,CONTINENTAL LOGDE NO 37 AF & AM,PO BOX 205,STEWARTSVILLE,64490-0205,561279265,,0.0
237527893,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,1011 TODD ST,CAMERON,64429-2316,561279265,,0.0
237527894,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,6150 NE 312TH ST,TURNEY,64493-2709,561279265,,0.0
237527895,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 45,MISSOURI CITY,64072-0045,561279265,,0.0
237527899,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 406,GOWER,64454-0406,561279265,,0.0
237527900,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 574,SMITHVILLE,64089-0574,561279265,,0.0
237527901,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 379,LATHROP,64465-0379,561279265,,0.0
237527906,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 277,POLO,64671-0277,561279265,,0.0
237527907,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,9750 NE BLAIR RD,BRECKENRIDGE,64625-9185,561279265,,0.0
237527911,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,200 LINN ST,BROOKFIELD,64628-1736,561279265,,0.0
237527918,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,201 PEARL ST,MACON,63552-1515,561279265,,0.0
237527919,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 263,SHELBINA,63468-0263,561279265,,0.0
237527928,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,19731 STATE HIGHWAY 16,LEWISTOWN,63452-2113,561279265,,0.0
237527929,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,1102 CENTRAL AVE,HANNIBAL,63401-2402,561279265,,0.0
237527931,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 135,CANTON,63435-0135,561279265,,0.0
237527937,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 282,LOUISIANA,63353-0282,561279265,,0.0
237527941,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 71,CENTER,63436-0071,561279265,,0.0
237527948,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 170,HUNTSVILLE,65259-0170,561279265,,0.0
237527949,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,1569 COUNTY ROAD 2235,MOBERLY,65270-4376,561279265,,3200.0
237527953,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,514 DIVISION,HIGBEE,65257-0000,561279265,,0.0
237527957,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,416 W DAKE ST,BROOKFIELD,64628-1229,561279265,Y99,0.0
237527970,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,4805 NW 57TH PL,KANSAS CITY,64151-2699,561279265,Y40,0.0
237527972,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,100 MAIN ST,FARLEY,64028-7803,561279265,,0.0
237527973,ADELPHI LODGE 355 ANCIENT FREE AND ACCEPTED MASONS,500 HINES STREET,EDGERTON,64444-0000,561279265,,0.0
237527988,ANCIENT FREE & ACCPETED MASONS OF MISSOURI,315 CLARK ST,RICHMOND,64085-2909,561279265,,0.0
237527989,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,108 E KELLING AVE,WAVERLY,64096-6902,561279265,,0.0
237527990,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,126 N 11TH ST,LEXINGTON,64067-1320,561279265,,0.0
237527991,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,7778 VANDIVER RD,RICHMOND,64085-8645,561279265,,0.0
237527994,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,103 E COLLEGE ST,ODESSA,64076-1521,561279265,,0.0
237527995,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,307 7TH ST,ARROW ROCK,65320-1050,561279265,,0.0
237528002,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,182 HWY 5 NORTH,FAYETTE,65248-0000,561279265,,0.0
237528003,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,717 MAIN ST,BOONVILLE,65233-1655,561279265,,0.0
237528011,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 183,COLUMBIA,65205-0183,561279265,,0.0
237528014,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,112 E HWY OO,HALLSVILLE,65255-0000,561279265,,0.0
237528016,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 457,COLUMBIA,65205-0457,561279265,,0.0
237528020,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 115,VANDALIA,63382-0115,561279265,,0.0
237528023,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,301 FULTON AVE,MOKANE,65059-0000,561279265,,0.0
237528028,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,1221 WASHINGTON ST,HERMANN,65041-1522,561279265,,0.0
237528034,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,25 PAULSMEYER RD,SILEX,63377-3028,561279265,,0.0
237528037,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,101 N ELM AVE,WRIGHT CITY,63390-1025,561279265,,0.0
237528039,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,2959 S HIGHWAY 94,DEFIANCE,63341-9997,561279265,,0.0
237528043,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,201 N MAIN ST,CHAMOIS,65024-1088,561279265,,0.0
237528044,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,106 ARROWHEAD DR,LAKE OZARK,65049-5752,561279265,,0.0
237528051,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,910 WASHINGTON ST,HERMANN,65041-1270,561279265,,0.0
237528053,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,109 LAFAYETTE ST,WASHINGTON,63090-2542,561279265,,0.0
237528054,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,1228 ADLER LN,ROBERTSVILLE,63072-1324,561279265,,0.0
237528055,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,1672 BIEKER RD,WASHINGTON,63090-6607,561279265,,0.0
237528056,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,355 KITCHELL AVE,SAINT CLAIR,63077-1110,561279265,,0.0
237528074,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI 54 INDEX LODGE,PO BOX 254,GARDEN CITY,64747-0254,561279265,Y99,0.0
237528075,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,405 N INDEPENDENCE ST,HARRISONVILLE,64701-1713,561279265,,0.0
237528076,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,104 N WASHINGTON ST,FREEMAN,64746-9726,561279265,,16385.0
237528083,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,6488 NW STATE ROUTE 18,ADRIAN,64720-4805,561279265,,0.0
237528085,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,1166 NW COUNTY ROAD 8002,BUTLER,64730-4502,561279265,,0.0
237528088,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 385,KNOB NOSTER,65336-0385,561279265,,0.0
237528090,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,402 E RUSSELL AVE,WARRENSBURG,64093-1243,561279265,,0.0
237528095,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,203 HIGHLAND DR,WINDSOR,65360-2015,561279265,,0.0
237528097,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,12585 COUNTY ROAD,FLEMINGTON,65650-0000,561279265,,0.0
237528100,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,315 E 3RD ST,APPLETON CITY,64724-1115,561279265,,0.0
237528102,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 162,CLINTON,64735-0162,561279265,,0.0
237528105,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 312,CAMDENTON,65020-0312,561279265,,0.0
237528108,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 724,RICHLAND,65556-0724,561279265,,0.0
237528111,ANCIENT FREE & ACCEPTED MASONS OF 0433 MACKS CREEK LODGE,PO BOX 42,MACKS CREEK,65786-0042,561279265,,0.0
237528113,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,311 THIRD STREET,VIENNA,65582-0000,561279265,,0.0
237528115,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 486,SALEM,65560-0486,561279265,,0.0
237528116,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,21364 HIGHWAY 42,BELLE,65013-2103,561279265,,0.0
237528117,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,615 N PARK AVE,CUBA,65453-1032,561279265,,0.0
237528118,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 5,DIXON,65459-0005,561279265,,0.0
237528119,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,21364 HIGHWAY 42,BELLE,65013-2103,561279265,,0.0
237528120,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 157,NEWBURG,65550-0157,561279265,,0.0
237528121,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,21364 HIGHWAY 42,BELLE,65013-2103,561279265,,0.0
237528124,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 201,IRONDALE,63648-0201,561279265,,4370.0
237528125,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,6139 N LAKESHORE DR,HILLSBORO,63050-1511,561279265,,0.0
237528127,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,11893 BOHR RD,MINERAL POINT,63660-9208,561279265,,0.0
237528128,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,13339 EYE ST,BELGRADE,63622-0000,561279265,,0.0
237528129,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,4557 LEMAY FERRY RD,MEHLVILLE,63129-1646,561279265,Y40,0.0
237528132,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 288,BOLIVAR,65613-0288,561279265,,0.0
237528133,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,18547 MAIN,WHEATLAND,65779-0000,561279265,,0.0
237528135,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 692,BUFFALO,65622-0692,561279265,,0.0
237528140,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 213,STOCKTON,65785-0213,561279265,,0.0
237528141,JERUSALEM LODGE NO 315 JERICHO SPRINGS MO,100 BROADWAY,JERICO SPRINGS,64755-0000,561279265,Y42,0.0
237528147,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,411 S WEST ST,NEVADA,64772-3161,561279265,,0.0
237528148,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,3RD AND MAIN,SHELDON,64787-0000,561279265,,0.0
237528152,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,9726 S 1300 RD,RICHARDS,64778-2680,561279265,,0.0
237528157,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 124,JASPER,64755-0124,561279265,,0.0
237528160,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,401 W BROADWAY ST,WEBB CITY,64870-1809,561279265,,0.0
237528161,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 403,CARL JUNCTION,64834-0403,561279265,,0.0
237528162,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 304,ALBA,64830-0304,561279265,,0.0
237528165,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,317 S WALNUT ST,WALNUT GROVE,65770-7205,561279265,,0.0
237528166,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 786,WILLARD,65781-0786,561279265,,0.0
237528167,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,1714 E VINCENT DR,SPRINGFIELD,65804-4319,561279265,,0.0
237528168,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,700 N OLD ORCHARD DR,STRAFFORD,65757-9390,561279265,,0.0
237528170,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,700 N OLD ORCHARD DR,STRAFFORD,65757-9390,561279265,,0.0
237528173,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 175,SEYMOUR,65746-0175,561279265,,0.0
237528174,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 51,ROGERSVILLE,65742-0051,561279265,,0.0
237528175,AVA LODGE 26 AF & AM,PO BOX 1143,AVA,65608-1143,561279265,S99,0.0
237528178,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI 177 TEXAS LODGE,7201 WILLOW CREEK RD,BUCYRUS,65444-7901,561279265,Y42,0.0
237528181,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,10570 JEFFERSON LN,PLATO,65552-0000,561279265,,0.0
237528184,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,4840 COTTENGIM RD,MACOMB,65702-9151,561279265,,0.0
237528186,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 226,LESTERVILLE,63654-0226,561279265,,0.0
237528187,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 353,ELLINGTON,63638-0353,561279265,,0.0
237528190,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,HC 3 BOX 222,ELLSINORE,63937-9419,561279265,,0.0
237528191,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 208,EMINENCE,65466-0208,561279265,,0.0
237528194,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,PO BOX 384,FARMINGTON,63640-0384,561279265,Y42,0.0
237528195,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 1566,DESLOGE,63601-1566,561279265,,0.0
237528196,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,2917 LEE PYLE RD,DESOTO,63020-5249,561279265,,0.0
237528199,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,2481 POPLAR ST,DOE RUN,63637-3193,561279265,,0.0
237528200,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,3613 COLLEGE RD,FARMINGTON,63640-7214,561279265,,0.0
237528202,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,2917 LEE PYLE RD,DESOTO,63020-5249,561279265,,0.0
237528205,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,9479 HWY 72 WEST,MILLERSVILLE,63766-0000,561279265,,0.0
237528208,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,195 WEST WHITEWATER STREET,WHITEWATER,63785-0000,561279265,,0.0
237528209,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,204 S HIGH ST,JACKSON,63755-2025,561279265,,0.0
237528210,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,HC 2 BOX 4006,LOWNDES,63951-9725,561279265,,0.0
237528214,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,2307 BROADWAY ST,CPE GIRARDEAU,63701-4426,561279265,,0.0
237528215,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,22517 COUNTY ROAD 221,BLOOMFIELD,63825-8420,561279265,,0.0
237528220,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,301 S CENTER ST,CHARLESTON,63834-1658,561279265,,0.0
237528221,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 83,BELL CITY,63735-0083,561279265,,0.0
237528223,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,20046 COUNTY ROAD 283,PUXICO,63960-8448,561279265,,0.0
237528225,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI U G TOTTY LODGE 176,509 E 5TH ST,PORTAGEVILLE,63873-1419,561279265,,0.0
237528234,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 241,GREENVILLE,63944-0241,561279265,,0.0
237528236,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,HC 1 BOX 693,FAIRDEALING,63939-9722,561279265,,0.0
237528237,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,505 N MAIN ST,PIEDMONT,63957-1217,561279265,,0.0
237528238,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,121 NORTH PUBLIC ROAD,NAYLOR,63953-0000,561279265,,0.0
237528241,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 465,WEST PLAINS,65775-0465,561279265,,0.0
237528242,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,3866 STATE HIGHWAY 101,BAKERSFIELD,65609-0000,561279265,,0.0
237528243,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,304 EAST MAIN,WEST PLAINS,65775-0000,561279265,,0.0
237528245,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,224 S 4TH ST,THAYER,65791-1307,561279265,,0.0
237528247,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,HC 64 BOX 2210,WEST PLAINS,65775-8514,561279265,,0.0
237528250,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,273 PAYNE DR,SPARTA,65753-8993,561279265,,0.0
237528251,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,335 W CHARLES ST,REPUBLIC,65738-1719,561279265,,0.0
237528252,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,110 LAKEFRONT CIR,KIMBERLING CY,65686-7294,561279265,,0.0
237528253,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,141 PINET,FORSYTH,65653-0000,561279265,,0.0
237528261,ANCIENT AND FREE ACCEPTED MASONS OF MISSOURI,PO BOX 186,PIERCE CITY,65723-0186,561279265,Y40,0.0
237528268,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 1202,ANDERSON,64831-1202,561279265,,0.0
237528279,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,179 CHERRY HILLS MEADOWS DR,GROVER,63040-1649,561279265,,0.0
237528288,ANCIENT FREE & ACCEPTED MASONS OF MISSOURI,PO BOX 341,VERSAILLES,65084-0341,561279265,,0.0
