EIN,NAME,STREET,CITY,ZIP,ACTIVITY,NTEE_CD,REVENUE_AMT
431236411,VICTORY CHRISTIAN CENTER INC,1110 S WILLARD AVE,JOPLIN,64801-3770,1000000,,
431236639,LITTLE BONNE FEMME BAPTIST ASSOCIATION INC,802 N ANN ST,COLUMBIA,65201-5652,1029000,,
431236680,ST LOUIS CHAPTER NO 48 OF THE WOMENS ARMY CORPS VETERANS ASSOCIA,9051 WATSON ROAD SUITE 331,SUNSET HILLS,63126-2241,907000000,,0.0
431236794,ROTARY INTERNATIONAL,130 S MARKET ST,MEMPHIS,63555-1444,520349200,S80,0.0
431236824,LIVING HOPE CHURCH,19410 HIGHWAY 59,COUNTRY CLUB,64505-3784,1000000,,
431237483,LIFE UNLIMITED INC,2135 MANOR WAY,LIBERTY,64068-7202,160000000,P83Z,13189441.0
431237553,REYNOLDS COUNTY SENIOR CITIZENS HOUSING INCORPORATED,PO BOX 67,ELLINGTON,63638-0067,381380382,L22Z,140881.0
431237889,MARIONVILLE CHURCH OF THE NAZARENE,PO BOX 443,MARIONVILLE,65705-0443,1000000,,
431238006,DESLOGE SENIOR APARTMENTS INC,206 N WASHINGTON ST,DESLOGE,63601-3165,382000000,,104103.0
431238518,PAYNE CEMETERY ASSOCIATION INC,14224 W 131ST ST,HATFIELD,64458-9125,900000000,Y50,0.0
431238540,HEART OF THE OZARKS BRANCH 364 FLEET RESERVE ASSOCIATION INC,PO BOX 74,HOUSTON,65483-0074,907000000,,0.0
431239235,IRONDALE,102 S OAK ST,IRONDALE,63648-0000,1000000,,
431239327,PURDIN GOLDEN AGE CENTER INC,PO BOX 149,LINNEUS,64653-0149,153382000,,0.0
431239336,IVY BEND FIRE & RESCUE,33523 IVY BEND RD,STOVER,65078-2003,407995000,,0.0
431239430,FAYETTE CHURCH OF CHRIST,PO BOX 1,FAYETTE,65248-0001,1000000,,
431239694,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,712SWALNUT,CAMERON,64429-0000,907908000,,0.0
431239699,VETERANS OF FOREIGN WARS DEPT OF MISSOURI,PO BOX 323,ISABELLA,65676-0323,907908000,,58043.0
431240123,WEST PLAINS CORNERSTONE,PO BOX 793,WEST PLAINS,65775-0793,1000000,,
431241236,GRACE COMMUNITY CHURCH OF KANSAS CITY MISSOURI,5220 BENNINGTON AVE,KANSAS CITY,64129-2412,1000000,,
431241252,META RICKER MEMORIAL,33286 HIGHWAY 133,META,65058-3022,1000000,,
431241257,FIRST ASSEMBLY OF GOD,1800 W US HIGHWAY 69,EXCELSIOR SPG,64024-1663,1002029,,
431241504,SALEM FAITH ASSEMBLY CHURCH INC,PO BOX 269,SALEM,65560-0269,1005006,,
431241836,ABUNDANT LIFE FELLOWSHIP OF KANSAS CITY-NORTH INC,1025 NASHUA RD,LIBERTY,64068-3373,1000000,,
431241842,WAYNESVILLE CHURCH OF THE NAZARENE,25850 ROCKY MOUNT LN,WAYNESVILLE,65583-2294,1000000,,
431242155,BRENTWOOD CONGREGATION OF JEHOVAHS WITNESSES,3430 S FREMONT AVE,SPRINGFIELD,65804-4254,1000000,,
431242162,MID-NATIONAL CHURCH OF CHRIST INC,1119 N NATIONAL AVE,SPRINGFIELD,65802-3614,1000000,,
431242189,BOSTICK TEMPLE CHURCH OF GOD IN CHRIST,1448 HODIAMONT AVE,SAINT LOUIS,63112-3518,1000000,X20Z,
431242214,OPTIMIST INTERNATIONAL,11154 BLUE RIDGE BLVD,KANSAS CITY,64134-3201,328908905,,59008.0
431242400,LABORERS TOGETHER WITH CHRIST,818 NEWTON AVE,KANSAS CITY,64125-1018,1000000,,
431242433,UNION SENIOR CENTER TRANSPORTATION,PO BOX 12,UNION,63084-0012,179000000,P52Z,0.0
431242500,BIRDS CORNER ASSEMBLY OF GOD,18947 COUNTY ROAD 587,ESSEX,63846-9668,1002029,,
431242532,BYNUMVILLE FIRE DEPT INC,C/O MARY LEE NANNEMAN 14672 BEE BRA,SALISBURY,65281-0000,994407000,,0.0
431242616,BENTON SENIOR CITIZENS HOUSING INC,PO BOX 185,BENTON,63736-0185,382381380,,51655.0
431242677,THE VOICE OF TRUTH TEACHING DEPARTMENT,PO BOX 549,DONIPHAN,63935-0549,1000000,,
431243144,WORD OF LIFE CHURCH INC,508 MAPLE ST,GREENFIELD,65661-1322,1006007,,
431243301,ROCKWOOD BIBLE CHURCH,2425 GLENCOE RD,WILDWOOD,63038-1921,1000000,,
431243354,OAK HILLS COON HUNTERS CLUB,15500 CENTERLINE AVE,COLE CAMP,65325-2082,297602000,,0.0
431243639,TRINITY FULL GOSPEL TABERNACLE OF SULLIVAN MISSOURI,PO BOX 190,SULLIVAN,63080-0190,1000000,,
431243692,ESSEX NPD CORPORATION,2201 WALTON DDR STE A,JACKSON,63755-0000,380382000,,64770.0
431243719,KOINONIA CHRISTIAN CAMPUS MINISTRY,4311 NEWMAN RD,JOPLIN,64801-4017,1000000,,
431243731,FAITH BAPTIST CHURCH OF SPOKANE INC,PO BOX 304,SPOKANE,65754-0304,1000000,,
431243913,FAITH LIFE WORSHIP CENTER,736 E FAIRVIEW,CARTHAGE,64836-0000,1000000,,
431243916,SPRINGFIELD MISSOURI NORTH CONGREGATION OF JEHOVAHS WITNESSES,2857 N EAST AVE,SPRINGFIELD,65803-3503,1000000,,
431244023,OUR SAVIOR LUTHERAN CHURCH,3700 W BROADWAY BLVD,SEDALIA,65301-2141,1029000,,
431244653,BELTON ATHLETIC ASSOCIATION INC,206 SPRING ST,BELTON,64012-2359,321000000,N630,22.0
431244654,FAITH FELLOWSHIP OF HOUSTON MISSOURI,PO BOX 14,HOUSTON,65483-0014,1000000,,
431244657,NEWMAN ROAD CHURCH OF CHRIST INC,3520 NEWMAN RD,JOPLIN,64801-1510,1000000,,
431244670,TAIWANESE PRESBYTERIAN CHURCH OF GREATER ST LOUIS,542 RIES RD,BALLWIN,63021-6285,1029000,,
431244674,NAMI OF SOUTHWEST MISSOURI INC,1443 N ROBBERSON AVE STE 408,SPRINGFIELD,65802-1964,166000000,,223672.0
431245182,SHEPHERDSFIELD COMMUNITY CHURCH,777 SHEPHERDSFIELD RD,FULTON,65251-5974,46001000,,
431245685,DITTMER LIVING WORD,ROUTE 2 BOX 40,DITTMER,63023-9802,1000000,,
431245938,ST LOUIS AREA HEALTH CARE RECRUITERS,10733 SUNSET OFFICE DR,SAINT LOUIS,63127-1018,150000000,S03,0.0
431245971,FAUST PARK FOUNDATION,15189 OLIVE BLVD,CHESTERFIELD,63017-1805,915000000,A82Z,125454.0
431246012,ASSEMBLY OF GOD,PO BOX 332,BOSS,65440-0332,1002029,,
431246599,NEW LIBERTY MEDICAL & HOSPITAL CORP,400 W CLAY AVE,PLATTSBURG,64477-1424,150154165,,
431246624,GREATER JOPLIN AREA EMERGENCY MEDICAL SERVICES SYSTEM INC,625 S VIRGINIA AVE,JOPLIN,64801-2328,158000000,,6732229.0
431246666,CHURCH IN KANSAS CITY,4751 N HOLMES ST,KANSAS CITY,64116-1850,1000000,,
431246752,ST LUKES HEALTH CORPORATION,232 SOUTH WOODS MILL ROAD,CHESTERFIELD,63017-3406,603179000,,0.0
431246753,FAITH LUTHERAN CHURCH SCHOOL INC,1820 S BALTIMORE ST,KIRKSVILLE,63501-4504,1029000,,
431246782,CHRISTS CHURCH OF ORONOGO MO,22145 KAFIR RD,ORONOGO,64855-9141,1000000,,
431247060,CALVARY CHURCH OF MADISON COUNTY,1725 E HIGHWAY 72,FREDERICKTOWN,63645-6405,1000000,,
431247174,CHARLESTON CHURCH OF CHRIST,PO BOX 524,CHARLESTON,63834-0524,1000000,,
431247211,BLUE RIVER-KANSAS CITY BAPTIST ASSOCIATION,806 W MAIN ST,GREENWOOD,64034-9643,1029000,,
431247800,ROLLA BIBLE CHURCH,1801 E 10TH ST STE A,ROLLA,65401-4681,1000000,,
431248301,METROPOLITAN COMMUNITY CHURCH INC,718 N KANSAS EXPY,SPRINGFIELD,65802-4219,1000000,,
431248304,HIGBEE RURAL HOUSING CORPORATION,PO BOX 245,HIGBEE,65257-0245,382000000,,0.0
431248635,MACEDONIA CHURCH CEMETERY ASSOCIATION,24561 STATE HWY U,WARRENTON,63383-0000,901900000,,0.0
431249183,STOKELAN DRIVE CHRISTIAN CHURCH OF MALDEN,1501 STOKELAN DR,MALDEN,63863-1225,1000000,,
431249187,MISSOURI HEART INSTITUTE,1605 E BROADWAY STE 300,COLUMBIA,65201-8023,179000000,,39634.0
431249219,CHRISTS FELLOWSHIP CHURCH,PO BOX 45,KEARNEY,64060-0045,1000000,,
431249221,THE RAYTOWN HISTORICAL SOCIETY,PO BOX 16652,RAYTOWN,64133-0752,60062061,,22788.0
431249261,EVANGELISTIC TABERNACLE INC,RR 3,KENNETT,63857-9803,1000000,,
431249562,FREISTATT HOUSING COMMISSION INCORPORATED,3609 E 20TH ST,JOPLIN,64801-5849,381382000,,140281.0
431249898,KING OF KINGS INC,4422 ROLLING DRIVE,BERKELEY,63134-2625,1000000,,
431249919,DEKALB CHRISTIAN CHURCH INC CHURCH OF CHRIST,PO BOX 78,DE KALB,64440-0078,1006007,,
431250318,CANAAN MINISTRIES INC,2 EL CABALLO DR,WELDON SPRINGS,63304-7812,1000000,,
431250410,ST CHARLES JUNIOR BASEBALL-SOFTBALL ASSOCIATION INC,PO BOX 971,SAINT CHARLES,63302-0971,321000000,N99Z,56040.0
431250584,COLUMBIA CRIME STOPPERS PROGRAM INC,PO BOX 319,COLUMBIA,65205-0319,408406000,,0.0
431250770,NIXA FIRST ASSEMBLY OF GOD,PO BOX 409,NIXA,65714-0409,1002029,,
431251105,MILLER CEMETERY,27569 230TH RD,DENVER,64441-8136,900000000,,0.0
431251264,LOAVES AND FISHES FOR ST LOUIS INC,2750 MCKELVEY RD,MARYLAND HTS,63043-1651,560429000,P600,1849258.0
431251265,LIVING WATER FELLOWSHIP CHURCH INC,PO BOX 84,KOHOKA,63445-0084,1000000,,
431251330,VANDALIA CHURCH OF THE NAZARENE,314 W STATE ST,VANDALIA,63382-1741,1000000,,
431251334,CHRISTIAN SCIENCE SOCIETY ROLLA MISSOURI,14250 COUNTY ROAD 6040,EDGAR SPRINGS,65462-8531,1000000,,
431252132,OPTIMIST INTERNATIONAL,3475 MCGILL POINTE DR,ROCHEPORT,65279-9006,328908905,,0.0
431252322,ST JOSEPH THE WORKER CHURCH,1796 N STATE HIGHWAY NN,OZARK,65721-6620,1030150,,
431252328,MID MISSOURI MICRO MIDGET RACING ASSOCIATION,PO BOX 68,SWEET SPRINGS,65351-0068,297318317,,284360.0
431252536,SAINT PAUL LUTHERAN CHURCH,806 S BRUNSWICK ST,BROOKFIELD,64628-2406,1029000,,
431252625,ASSEMBLIES OF GOD EXPRESSION OF MARRIAGE ENCOUNTER INC,1353 E SUNSHINE ST,SPRINGFIELD,65804-1143,563004000,X99Z,739860.0
431253468,STS JOACHIM AND ANN CATHOLIC CHURCH ST CHARLES,4112 MCCLAY RD,SAINT CHARLES,63304-7918,31150120,,
431253552,BUFFORD MOUNTAIN FULL GOSPEL FELLOWSHIP,RT NO 2 BOX 75,BISMARCK,63624-0000,1000000,,
431253691,EMMANUEL CHAPEL BIBLE CHURCH,20977 NORMANDY DR,LEBANON,65536-7965,1000000,,
431253817,ASSEMBLY OF GOD,1344 OZARK STREET,CABOOL,65689-0000,1002029,,
431253832,FIRST ASSEMBLY OF GOD,120 W OUTER RD,MOBERLY,65270-9400,1002029,,
431254061,BLYTHEDALE COMMUNITY HOUSING CORPORATION,616 MAPLE ST,BLYTHEDALE,64426-9191,380000000,,0.0
431254072,OZORA COMMUNITY FIRE PROTECTION ASSOCIATION,17919 STATE ROUTE N,SAINT MARY,63673-9084,407000000,,0.0
431255445,FREEDOM CHRISTIAN FELLOWSHIP,PO BOX 339,SARCOXIS,64862-0339,1000000,,
431256623,FIRST FREE WILL BAPTIST CHURCH OF SPRINGFIELD MISSOURI,2635 W NICHOLS ST,SPRINGFIELD,65802-4474,1000000,,
431256625,DEARBORN COMMUNITY HOUSING INC,100 FERN CIRCLE APT 6,DEARBORN,64439-9102,382000000,,129699.0
431256637,THE HOLINESS CHURCH OF JESUS CHRIST,1019 A RICHESON RD,POTOSI,63664-1130,1000000,,
431256681,ST JOSEPH TRINITY CHURCH OF THE UNITED BRETHEREN IN CHRIST,1510 LAFAYETTE ST,ST JOSEPH,64503-2435,1000000,,
431256702,CHRISTIAN COMMUNITY CARE CENTER,1601 N MAIN ST,POPLAR BLUFF,63901-3439,31574000,P33Z,425762.0
431256809,MISSOURI HILLS APARTMENTS,16723 MISSOURI HILLS DR,MARTHASVILLE,63357-3259,381382000,,0.0
431256889,MILITARY ORDER OF THE PURPLE HEART OF THE USA,3544 S WELLER AVE,SPRINGFIELD,65804-6444,908907000,,0.0
431256898,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256903,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256904,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256906,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256908,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256910,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256912,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256913,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256914,MISSOURI NATIONAL EDUCATION ASSOCIATION,2310 N TRUMAN BLVD,CRYSTAL CITY,63019-1037,261000000,,0.0
431256917,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256918,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256920,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256921,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E EL STREET,JEFFERSON CITY,65101-0000,261000000,,0.0
431256922,MISSOURI NATIONAL EDUCATION ASSOCIATION,232 VANCE RD,VALLEY PARK,63088-1575,261000000,,380177.0
431256927,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256929,MISSOURI NATIONAL EDUCATION ASSOCIATION,955 GARDENVIEW OFFICE PKWY,SAINT LOUIS,63141-5917,261000000,,130758.0
431256930,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256932,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256937,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256955,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256957,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256958,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256960,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256961,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256964,MISSOURI NATIONAL EDUCATION ASSOCIATION,493 ST FRANCOIS,FLORISSANT,63031-5063,261000000,,402964.0
431256967,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256970,MISSOURI NATIONAL EDUCATION ASSOCIATION,1011 PERUQUE XING CT,OFALLON,63366-2362,261000000,,80539.0
431256971,MISSOURI NATIONAL EDUCATION ASSOCIATION,1011 PERUQUE CROSSING CT,OFALLON,63366-2362,261000000,,440193.0
431256972,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256973,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256974,MISSOURI NATIONAL EDUCATION ASSOC,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256975,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256976,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256977,MISSOURI NATIONAL EDUCATION ASSOCIATION,6022 NE ANTIOCH RD STE 3,GLADSTONE,64119-1893,261000000,,0.0
431256979,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256981,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256983,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256984,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256985,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256986,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256987,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256988,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256991,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256995,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256996,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431256998,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257000,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257003,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257005,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257007,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257008,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257015,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257016,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257017,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257018,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257020,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257023,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257024,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257025,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257027,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257044,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257045,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257046,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257048,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257049,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257050,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257052,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257053,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257056,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257057,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257058,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257062,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257063,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257065,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257066,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257067,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257069,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257071,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257072,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257073,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257074,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257075,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257076,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257077,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257078,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257080,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257082,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257084,MISSOURI NATIONAL EDUCATION ASSOCIATION,1810 E ELM ST,JEFFERSON CTY,65101-4100,261000000,,0.0
431257201,FIRST FAITH CHAPEL INC,9637 LACKLAND RD,ST LOUIS,63114-3427,1000000,,
431257538,BLESSED SAVIOR LUTHERAN CHURCH,2615 SHACKELFORD RD,FLORISSANT,63031-2005,1029000,,
431257897,CALDWELL COUNTY ARTS INC,PO BOX 354,HAMILTON,64644-0354,408349000,,0.0
431257930,UNION-WILLIAMS CEMETERY,PO BOX 12,COLE CAMP,65325-0012,900000000,,6927.0
431258009,PRAISE,11939 MANCHESTER RD STE 407,DES PERES,63131-4502,1002029,,
431258071,OPTIMIST INTERNATIONAL,33547 STATE HIGHWAY PP,MACON,63552-4658,328908905,,0.0
431258177,FIRST ASSEMBLY OF GOD,PO BOX 206,BERNIE,63822-0206,1002029,,
431258330,CENTRAL CITY CHRISTIAN CHURCH,783 S CENTRAL CITY RD,JOPLIN,64801-8912,1007000,,
431258548,ASSEMBLY OF GOD,PO BOX 659,EDGAR SPRINGS,65462-0659,1000000,,
431259026,HIGHLAND PRAIRIE UNION CHURCH,144 HIGHLAND PRAIRIE RD,OLD MONROE,63369-2201,1000000,,
431259185,BLACKS IN GOVERNMENT,PO BOX 301064,KANSAS CITY,64130-1064,430000000,,0.0
431259213,STELLA SENIOR CITIZENS INC,PO BOX 123,STELLA,64867-0123,296000000,,0.0
431259350,NATIONAL SOCIETY OF THE DAUGHTERS OF THE AMERICAN REVOLUTION,701 W MILL ST,BUFFALO,65622-9421,59062061,,0.0
431259358,ST LOUIS BIBLE STUDENTS,1278 AVERY CT,KIRKWOOD,63122-1214,1000000,,
431259971,PALESTINE GARDENS INC,2627 EAST 33RD STREET,KANSAS CITY,64128-1995,382000000,,463862.0
431260025,HARMONY MISSIONARY BAPTIST CHURCH,PO BOX 400,LA MONTE,65337-0400,1000000,,
431260034,NEW LIFE FELLOWSHIP BAPTIST,1070 BRAMBLETT RD,OFALLON,63366-3106,1000000,,
431260916,MARION COUNTY HEALTH CARE INCORPORATED,700 E MAIN ST,SHELBYVILLE,63469-1422,179994000,,0.0
431261100,EAGLEVILLE MASONIC UNION CEMETERY INC,904 KING ST,BETHANY,64424-1784,900000000,,0.0
431261259,OTTERVILLE MULTI-PURPOSE SENIOR CENTER INC,201 E GROVER,OTTERVILLE,65348-0000,296000000,Z99,0.0
431261264,CHARITON VALLEY ASSOCIATION FOR HANDICAPPED CITIZENS INC,1708 E LAHARPE ST,KIRKSVILLE,63501-3981,160602000,P70Z,6099152.0
431261306,JOHN BUTYENEK MEMORAL VFW BOST 5366 AUX,3130 STATE HIGHWAY 5,GAINESVILLE,65655-7919,907000000,,0.0
431261451,ALBA FRIENDS,PO BOX C,ALBA,64830-0403,1000000,,
431261926,FORDLAND SENIOR CITIZEN HOUSING INC,PO BOX 282,FORDLAND,65652-0282,382000000,,54180.0
431262047,FRIENDS OF THE ST JOSEPH PUBLIC LIBRARY,927 FELIX ST,ST JOSEPH,64501-2706,61994000,B11,19926.0
431262049,NORTH JOPLIN CHRISTIAN CHURCH,516 N WALL AVE,JOPLIN,64801-2442,1007029,,
431262051,LIFE CHURCH FARMINGTON,PO BOX 664,FARMINGTON,63640-0664,1000000,,
